Published Odometry - x: 0, y: 0, yaw: 0, Linear Velocity: 0, Angular Velocity: 0
Published Odometry - x: 79.4324, y: -5.32533, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 79.6317, y: -5.34155, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 79.8316, y: -5.3478, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 80.031, y: -5.36403, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 80.2309, y: -5.37027, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 80.4302, y: -5.3865, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 80.6301, y: -5.39274, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 80.8295, y: -5.40897, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 81.0294, y: -5.41521, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 81.2287, y: -5.43144, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 81.4286, y: -5.43768, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 81.6279, y: -5.45391, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 81.8278, y: -5.46016, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 82.0272, y: -5.47638, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 82.2271, y: -5.48263, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 82.4264, y: -5.49886, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 82.6263, y: -5.5051, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 82.8257, y: -5.52133, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 83.0256, y: -5.52757, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 83.2249, y: -5.5438, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 83.4248, y: -5.55004, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 83.6242, y: -5.56627, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 83.8241, y: -5.57252, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 84.0234, y: -5.58874, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 84.2233, y: -5.59499, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 84.4226, y: -5.61122, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 84.6225, y: -5.61746, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 84.8219, y: -5.63369, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 85.0218, y: -5.63993, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 85.2211, y: -5.65616, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 85.421, y: -5.6624, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 85.6204, y: -5.67863, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 85.8203, y: -5.68488, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 86.0196, y: -5.7011, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 86.2195, y: -5.70735, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 86.4189, y: -5.72357, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 86.6188, y: -5.72982, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 86.8181, y: -5.74605, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 87.018, y: -5.75229, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 87.2173, y: -5.76852, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 87.4172, y: -5.77476, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 87.6166, y: -5.79099, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 87.8165, y: -5.79723, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 88.0158, y: -5.81346, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 88.2157, y: -5.81971, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 88.4151, y: -5.83593, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 88.615, y: -5.84218, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 88.8143, y: -5.85841, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 89.0142, y: -5.86465, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 89.2136, y: -5.88088, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 89.4135, y: -5.88712, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 89.6128, y: -5.90335, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 89.8127, y: -5.90959, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 90.012, y: -5.92582, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 90.2119, y: -5.93207, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 90.4113, y: -5.94829, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 90.6112, y: -5.95454, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 90.8105, y: -5.97076, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 91.0104, y: -5.97701, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 91.2098, y: -5.99324, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 91.4097, y: -5.99948, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 91.609, y: -6.01571, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 91.8089, y: -6.02195, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 92.0083, y: -6.03818, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 92.2082, y: -6.04442, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 92.4075, y: -6.06065, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 92.6074, y: -6.0669, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 92.8067, y: -6.08312, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 93.0066, y: -6.08937, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 93.206, y: -6.1056, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 93.4059, y: -6.11184, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 93.6052, y: -6.12807, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 93.8051, y: -6.13431, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 94.0045, y: -6.15054, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 94.2044, y: -6.15678, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 94.4037, y: -6.17301, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 94.6036, y: -6.17926, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 94.803, y: -6.19548, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 95.0029, y: -6.20173, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 95.2022, y: -6.21796, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 95.4021, y: -6.2242, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 95.6014, y: -6.24043, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 95.8013, y: -6.24667, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 96.0007, y: -6.2629, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 96.2006, y: -6.26914, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 96.3999, y: -6.28537, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 96.5998, y: -6.29161, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 96.7992, y: -6.30784, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 96.9991, y: -6.31409, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 97.1984, y: -6.33031, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 97.3983, y: -6.33656, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 97.5977, y: -6.35279, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 97.7976, y: -6.35903, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 97.9969, y: -6.37526, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 98.1968, y: -6.3815, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 98.3961, y: -6.39773, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 98.5961, y: -6.40397, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 98.7954, y: -6.4202, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 98.9953, y: -6.42645, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 99.1946, y: -6.44267, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 99.3945, y: -6.44892, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 99.5939, y: -6.46515, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 99.7938, y: -6.47139, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 99.9931, y: -6.48762, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 100.193, y: -6.49386, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 100.392, y: -6.51009, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 100.592, y: -6.51633, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 100.792, y: -6.53256, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 100.992, y: -6.53881, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 101.191, y: -6.55503, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 101.391, y: -6.56128, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 101.59, y: -6.5775, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 101.79, y: -6.58375, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 101.989, y: -6.59998, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 102.189, y: -6.60622, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 102.389, y: -6.62245, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 102.588, y: -6.62869, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 102.788, y: -6.64492, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 102.988, y: -6.65116, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 103.187, y: -6.66739, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 103.387, y: -6.67364, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 103.586, y: -6.68986, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 103.786, y: -6.69611, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 103.986, y: -6.71234, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 104.185, y: -6.71858, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 104.385, y: -6.73481, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 104.585, y: -6.74105, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 104.784, y: -6.75728, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 104.984, y: -6.76352, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 105.183, y: -6.77975, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 105.383, y: -6.786, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 105.583, y: -6.80222, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 105.782, y: -6.80847, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 105.982, y: -6.82469, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 106.182, y: -6.83094, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 106.381, y: -6.84717, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 106.581, y: -6.85341, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 106.78, y: -6.86964, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 106.98, y: -6.87588, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 107.179, y: -6.89211, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 107.379, y: -6.89835, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 107.579, y: -6.91458, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 107.779, y: -6.92083, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 107.978, y: -6.93705, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 108.178, y: -6.9433, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 108.377, y: -6.95953, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 108.577, y: -6.96577, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 108.776, y: -6.982, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 108.976, y: -6.98824, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 109.176, y: -7.00447, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 109.376, y: -7.01071, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 109.575, y: -7.02694, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 109.775, y: -7.03319, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 109.974, y: -7.04941, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 110.174, y: -7.05566, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 110.373, y: -7.07189, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 110.573, y: -7.07813, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 110.773, y: -7.09436, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 110.973, y: -7.1006, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 111.172, y: -7.11683, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 111.372, y: -7.12307, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 111.571, y: -7.1393, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 111.771, y: -7.14554, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 111.97, y: -7.16177, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 112.17, y: -7.16802, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 112.37, y: -7.18424, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 112.57, y: -7.19049, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 112.769, y: -7.20672, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 112.969, y: -7.21296, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 113.168, y: -7.22919, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 113.368, y: -7.23543, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 113.567, y: -7.25166, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 113.767, y: -7.2579, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 113.967, y: -7.27413, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 114.167, y: -7.28038, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 114.366, y: -7.2966, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 114.566, y: -7.30285, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 114.765, y: -7.31908, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 114.965, y: -7.32532, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 115.164, y: -7.34155, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 115.364, y: -7.34779, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 115.564, y: -7.36402, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 115.764, y: -7.37026, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 115.963, y: -7.38649, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 116.163, y: -7.39274, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 116.362, y: -7.40896, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 116.562, y: -7.41521, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 116.761, y: -7.43143, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 116.961, y: -7.43768, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 117.161, y: -7.45391, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 117.36, y: -7.46015, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 117.56, y: -7.47638, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 117.76, y: -7.48262, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 117.959, y: -7.49885, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 118.159, y: -7.50509, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 118.358, y: -7.52132, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 118.558, y: -7.52757, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 118.758, y: -7.54379, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 118.957, y: -7.55004, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 119.157, y: -7.56627, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 119.357, y: -7.57251, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 119.556, y: -7.58874, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 119.756, y: -7.59498, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 119.955, y: -7.61121, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 120.155, y: -7.61745, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 120.355, y: -7.63368, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 120.554, y: -7.63993, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 120.754, y: -7.65615, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 120.954, y: -7.6624, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 121.153, y: -7.67862, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 121.353, y: -7.68487, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 121.552, y: -7.7011, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 121.752, y: -7.70734, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 121.951, y: -7.72357, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 122.151, y: -7.72981, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 122.351, y: -7.74604, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 122.551, y: -7.75228, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 122.75, y: -7.76851, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 122.95, y: -7.77476, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 123.149, y: -7.79098, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 123.349, y: -7.79723, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 123.548, y: -7.81346, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 123.748, y: -7.8197, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 123.948, y: -7.83593, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 124.148, y: -7.84217, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 124.347, y: -7.8584, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 124.547, y: -7.86464, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 124.746, y: -7.88087, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 124.946, y: -7.88712, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 125.145, y: -7.90334, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 125.345, y: -7.90959, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 125.545, y: -7.92582, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 125.745, y: -7.93206, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 125.944, y: -7.94829, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 126.144, y: -7.95453, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 126.343, y: -7.97076, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 126.543, y: -7.977, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 126.742, y: -7.99323, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 126.942, y: -7.99948, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 127.142, y: -8.0157, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 127.342, y: -8.02195, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
Published Odometry - x: 127.541, y: -8.03817, yaw: -0.0312268, Linear Velocity: 2, Angular Velocity: 0.5
Published Odometry - x: 127.741, y: -8.04442, yaw: -0.0812268, Linear Velocity: 2, Angular Velocity: -0.5
